author;author_type;url;location;deal_type;accommodation_type;floor;floors_count;rooms_count;total_meters;price;district;street;house_number;underground;residential_complex
Homeapp;real_estate_agent;https://www.cian.ru/sale/flat/302332660/;Москва;sale;flat;11;13;2;83.0;43900000;Раменки;Винницкая ;8к2;Раменки;Настоящее
MR Group;developer;https://www.cian.ru/sale/flat/303489487/;Москва;sale;flat;2;48;2;56.51;17932824;Сокол;шоссе Волоколамское (дублер);;Трикотажная;City Bay
Whitewill;real_estate_agent;https://www.cian.ru/sale/flat/298140403/;Москва;sale;flat;25;49;2;93.6;50000000;Проспект Вернадского; Лобачевского;;Проспект Вернадского;Событие
ДОНСТРОЙ;developer;https://www.cian.ru/sale/flat/304095088/;Москва;sale;flat;2;27;2;55.8;23486220;Лефортово;бульвар Сенкевича;;Римская;Символ
Акрополь;real_estate_agent;https://www.cian.ru/sale/flat/300605973/;Москва;sale;flat;15;16;1;34.3;9500000;; Василия Ощепкова;2;Коммунарка;Москвичка
Optima Development;developer;https://www.cian.ru/sale/flat/301041605/;Москва;sale;flat;2;41;2;48.5;33762426;Хорошевский;Ленинградский проспект;37/2;Петровский Парк;Прайм Парк
ID 221886;realtor;https://www.cian.ru/sale/flat/303196246/;Москва;sale;flat;2;9;2;45.3;14600000;Северное Медведково;Студеный проезд;38к1;Медведково;
Level Group;developer;https://www.cian.ru/sale/flat/301797575/;Москва;sale;flat;2;48;1;32.5;19142110;Очаково-Матвеевское;;к8;Аминьевская;Левел Мичуринский ЖК
Виктория Яковлева;realtor;https://www.cian.ru/sale/flat/303954401/;Москва;sale;flat;11;12;2;42.0;14999000;Бутырский; Яблочкова;41;Фонвизинская;
Level Group;developer;https://www.cian.ru/sale/flat/303990061/;Москва;sale;flat;3;11;1;37.9;26171019;Басманный;Большая Почтовая ;;Электрозаводская;Level Бауманская
Татьяна Серебрякова;realtor;https://www.cian.ru/sale/flat/267759029/;Москва;sale;flat;12;20;2;48.0;17199999;Обручевский; Академика Волгина;8Ак1;Беляево;Светлый город
MR Group;developer;https://www.cian.ru/sale/flat/303227151/;Москва;sale;flat;14;30;1;37.6;18068648;Южнопортовый;Волгоградский проспект;32/5к2;Дубровка;Метрополия
Intermark Real Estate;real_estate_agent;https://www.cian.ru/sale/flat/302818966/;Москва;sale;flat;4;4;2;75.7;39900000;Марьина роща;проезд 12-й Марьиной рощи;8С2;Марьина Роща;Лофт-квартал Studio #12
AFI Development;developer;https://www.cian.ru/sale/flat/294550185/;Москва;sale;flat;15;25;2;47.6;25605040;Обручевский; Академика Челомея;1А;Воронцовская;AFI Park Воронцовский
Intermark Real Estate;real_estate_agent;https://www.cian.ru/sale/flat/303762197/;Москва;sale;flat;8;19;2;60.0;33000000;"Стильный ""лофт"" в е Беговой2-комн. апартаменты";60 м²;;;
Level Group;developer;https://www.cian.ru/sale/flat/302126126/;Москва;sale;flat;23;26;1;33.5;22383347;Нагатино-Садовники;Нагатинская набережная;10А;Нагатинская;Level Нагатинская
NovaEstate;real_estate_agent;https://www.cian.ru/sale/flat/302904537/;Москва;sale;flat;14;16;1;34.8;11700000;Отрадное; Бестужевых;17;Отрадное;
А101;developer;https://www.cian.ru/sale/flat/300576607/;Москва;sale;flat;11;15;2;35.9;9161895;;;;Филатов Луг;Деснаречье ЖК
Intermark Real Estate;real_estate_agent;https://www.cian.ru/sale/flat/300148680/;Москва;sale;flat;7;27;2;67.9;28600000;Лефортово;;;Серп и Молот;Символ ЖК
КОРТРОС;developer;https://www.cian.ru/sale/flat/298603750/;Москва;sale;flat;21;26;2;45.3;21517500;Останкинский;;;ВДНХ;АйЛав ЖК
ФСК Агент;real_estate_agent;https://www.cian.ru/sale/flat/303583248/;Москва;sale;flat;22;45;2;77.1;32300000;Хорошево-Мневники; Шеногина;2;Шелепиха;
Трансстройинвест;developer;https://www.cian.ru/sale/flat/303921201/;Москва;sale;flat;14;22;1;48.6;25876852;Останкинский;проезд Ольминского;4;ВДНХ;Сенатор
ID 413522;realtor;https://www.cian.ru/sale/flat/303087584/;Москва;sale;flat;7;12;2;78.0;104590000;Хамовники; Ефремова;10;Фрунзенская;Садовые кварталы
Колди;developer;https://www.cian.ru/sale/flat/302241722/;Москва;sale;flat;17;21;1;30.09;8649740;Нижегородский;;;Калитники;Н'айс Лофт ЖК
Intermark Real Estate;real_estate_agent;https://www.cian.ru/sale/flat/299639948/;Москва;sale;flat;30;75;2;71.8;66000000;Пресненский;1-й Красногвардейский проезд;22с2;Москва-Сити;NEVA TOWERS
ASTERUS;representative_developer;https://www.cian.ru/sale/flat/303294788/;Москва;sale;flat;14;25;1;37.7;20535964;Покровское-Стрешнево;;;Тушинская;Алиа ЖК
ALVO Group;real_estate_agent;https://www.cian.ru/sale/flat/300346168/;Москва;sale;flat;12;25;2;80.0;40000000;Раменки;Мичуринский проспект;26;Раменки;
TOUCH;developer;https://www.cian.ru/sale/flat/302838439/;Москва;sale;flat;2;13;1;40.02;22691340;Южнопортовый;;к3;Дубровка;Шампайн ЖК
MERSI;real_estate_agent;https://www.cian.ru/sale/flat/303071453/;Москва;sale;flat;10;23;1;35.4;10900000;Южнопортовый;Волгоградский проспект;30С1;Волгоградский проспект;HighWay
Аквилон;developer;https://www.cian.ru/sale/flat/304053417/;Москва;sale;flat;2;23;2;35.5;10513645;Отрадное;Сигнальный проезд;12;Владыкино;Akvilon Signal
Century 21 Premium Property;real_estate_agent;https://www.cian.ru/sale/flat/302757745/;Москва;sale;flat;12;29;2;56.2;30900000;Хорошево-Мневники;Шелепихинская набережная;40к3;Хорошёвская;Sydney City
MR Group;developer;https://www.cian.ru/sale/flat/303135248/;Москва;sale;flat;3;48;1;32.0;13670368;Покровское-Стрешнево;Вишневая ;7С128;Тушинская;Мультиквартал CITYZEN
ЦРУ;real_estate_agent;https://www.cian.ru/sale/flat/304044237/;Москва;sale;flat;9;9;1;30.3;12000000;Восточное Измайлово;Измайловский бульвар;67К1;Первомайская;
Forma;developer;https://www.cian.ru/sale/flat/303666807/;Москва;sale;flat;7;25;2;69.3;29650420;Печатники;Южнопортовая ;;Печатники;Portland
luxе real estate;real_estate_agent;https://www.cian.ru/sale/flat/301721760/;Москва;sale;flat;4;13;2;66.0;24400000;Академический;Новочеремушкинская ;27;Академическая;Новочерёмушкинская, 27
VOS HOD;developer;https://www.cian.ru/sale/flat/300560437/;Москва;sale;flat;8;17;1;69.3;38918880;Филевский парк; Василисы Кожиной;вл25/1;Филёвский парк;AHEAD
ALVO Group;real_estate_agent;https://www.cian.ru/sale/flat/292414471/;Москва;sale;flat;3;20;2;64.0;38000000;Беговой;Бумажный проезд;4;Белорусская;Клубный дом SOHO+NOHO
РГ-Девелопмент;developer;https://www.cian.ru/sale/flat/302013644/;Москва;sale;flat;3;9;2;54.3;12885390;Чертаново Южное;;1.1;Аннино;Варшавские Ворота ЖК
Whitewill;real_estate_agent;https://www.cian.ru/sale/flat/303459806/;Москва;sale;flat;9;15;2;62.9;35500000;Раменки;Винницкая ;8к3;Раменки;Настоящее
Концерн КРОСТ;developer;https://www.cian.ru/sale/flat/298496731/;Москва;sale;flat;14;19;1;29.0;18009000;Щукино; Ротмистрова;2;Октябрьское поле;Театральный квартал
VIСTORY GROUP;real_estate_agent;https://www.cian.ru/sale/flat/302730830/;Москва;sale;flat;14;32;2;64.0;47990000;Дорогомилово;Поклонная ;9;Поклонная;Поклонная 9
Центр-Инвест;representative_developer;https://www.cian.ru/sale/flat/298334392/;Москва;sale;flat;6;15;1;40.5;24502499;Раменки;Винницкая ;8к3;Раменки;Настоящее
Whitewill;real_estate_agent;https://www.cian.ru/sale/flat/303199166/;Москва;sale;flat;7;79;2;62.1;49680000;Пресненский;1-й Красногвардейский проезд;22с2;Москва-Сити;NEVA TOWERS
ДОНСТРОЙ;developer;https://www.cian.ru/sale/flat/304095973/;Москва;sale;flat;13;50;1;39.7;22501960;Раменки;м. Мичуринский проспект;;Мичуринский проспект;Событие
Intermark Real Estate;real_estate_agent;https://www.cian.ru/sale/flat/300553173/;Москва;sale;flat;2;14;2;69.9;35000000;Мещанский; Гиляровского;4К1;Сухаревская;
MR Group;developer;https://www.cian.ru/sale/flat/303786405/;Москва;sale;flat;12;39;1;33.69;14852731;Западное Дегунино;Северный ао;;Селигерская;Селигер Сити ЖК
SKYEST;real_estate_agent;https://www.cian.ru/sale/flat/302885559/;Москва;sale;flat;5;41;2;68.0;51390000;Хорошевский;Ленинградский проспект;37/4;ЦСКА;Прайм Парк
А101;developer;https://www.cian.ru/sale/flat/289129173/;Москва;sale;flat;12;15;2;40.1;10795122;;;к10.1.2;Филатов Луг;Прокшино ЖК
MERSI;real_estate_agent;https://www.cian.ru/sale/flat/303520855/;Москва;sale;flat;1;6;2;54.0;47000000;Пресненский;Большой Козихинский переулок;17С1;Пушкинская;
Hutton Development;developer;https://www.cian.ru/sale/flat/303631394/;Москва;sale;flat;5;17;1;50.3;35000000;Гагаринский;Ленинский проспект;38;Ленинский проспект;Lunar
Whitewill;real_estate_agent;https://www.cian.ru/sale/flat/302363306/;Москва;sale;flat;7;8;2;51.0;75200000;Якиманка;Софийская набережная;34С5;Новокузнецкая;Софийский
РГ-Девелопмент;developer;https://www.cian.ru/sale/flat/302679191/;Москва;sale;flat;11;25;1;38.9;17505000;Щукино; Берзарина;32;Щукинская;Октябрьское поле
One Moscow;real_estate_agent;https://www.cian.ru/sale/flat/303016403/;Москва;sale;flat;12;28;1;45.2;20950000;Даниловский;Автозаводская ;;Автозаводская;Shagal
Level Group;developer;https://www.cian.ru/sale/flat/301557214/;Москва;sale;flat;2;32;1;32.4;27091100;Хорошево-Мневники;Причальный проезд;10А;Шелепиха;Level Причальный
BERI;real_estate_agent;https://www.cian.ru/sale/flat/303804363/;Москва;sale;flat;9;9;2;56.3;18490000;Филевский парк;Новозаводская ;2к8А;Фили;
РКС Девелопмент;developer;https://www.cian.ru/sale/flat/301447803/;Москва;sale;flat;2;16;2;55.54;21287149;Даниловский;Автозаводская ;24К1;Тульская;Дом на набережной INSIDER
Лофт Инвест;real_estate_agent;https://www.cian.ru/sale/flat/303620086/;Москва;sale;flat;16;16;1;19.5;6290000;Отрадное;Алтуфьевское шоссе;2;Владыкино;
РГ-Девелопмент;developer;https://www.cian.ru/sale/flat/301301828/;Москва;sale;flat;3;26;1;37.6;14073680;Соколиная гора;;;Соколиная гора;Семеновский Парк 2 ЖК
Century 21 Level;real_estate_agent;https://www.cian.ru/sale/flat/303116161/;Москва;sale;flat;7;9;2;43.0;11950000;;проспект Магеллана;2;Прокшино;Испанские кварталы
РГ-Девелопмент;developer;https://www.cian.ru/sale/flat/296774064/;Москва;sale;flat;2;24;1;43.9;20014010;Савеловский;Старый Петровско-Разумовский проезд;1/23С5;Гражданская;Петровский парк II
Арт Риэлти;real_estate_agent;https://www.cian.ru/sale/flat/301156873/;Москва;sale;flat;2;7;2;75.0;37800000;Мещанский; Гиляровского;55;Проспект Мира;Дом на Гиляровского
Level Group;developer;https://www.cian.ru/sale/flat/301557027/;Москва;sale;flat;14;31;1;33.9;16524617;Западное Дегунино;Северный ао;к3;Верхние Лихоборы;Левел Селигерская ЖК
MERSI;real_estate_agent;https://www.cian.ru/sale/flat/302961604/;Москва;sale;flat;1;16;1;43.9;13800000;Ховрино; Лавочкина;42;Речной вокзал;
Основа;developer;https://www.cian.ru/sale/flat/297547441/;Москва;sale;flat;26;31;1;43.23;21096240;Марфино;;к1;Улица Милашенкова;Вери ЖК
RND;real_estate_agent;https://www.cian.ru/sale/flat/302489254/;Москва;sale;flat;8;16;1;37.0;22700000;Даниловский; Архитектора Щусева;5к1;ЗИЛ;ЗИЛАРТ
Level Group;developer;https://www.cian.ru/sale/flat/303504885/;Москва;sale;flat;5;48;1;30.0;18466133;Хорошево-Мневники;;;Народное Ополчение;Левел Звенигородская ЖК
PROНЕДВИЖИМОСТЬ;real_estate_agent;https://www.cian.ru/sale/flat/303203965/;Москва;sale;flat;2;25;1;41.3;12200000;Орехово-Борисово Южное;Ясеневая ;12к2;Домодедовская;Ясеневая 14
Level Group;developer;https://www.cian.ru/sale/flat/301565204/;Москва;sale;flat;10;13;1;28.7;11242293;Печатники;;14;Кожуховская;Левел Южнопортовая ЖК
BARNES International Realty;real_estate_agent;https://www.cian.ru/sale/flat/289779311/;Москва;sale;flat;3;25;2;43.2;18500000;Филевский парк;Береговой проезд;5к2;Фили;Фили Град
Группа Родина;developer;https://www.cian.ru/sale/flat/293200734/;Москва;sale;flat;3;13;1;37.3;11278100;; 1-я Ватутинская;14к1;Ольховая;Russian Design District
ID 74595537;unknown;https://www.cian.ru/sale/flat/303959730/;Москва;sale;flat;12;53;2;43.4;27700000;Пресненский;Шмитовский проезд;39к8;Москва-Сити;Headliner
St Michael;developer;https://www.cian.ru/sale/flat/303024826/;Москва;sale;flat;16;21;1;37.68;17665200;Хорошевский;9Ак6;9Ак6;Зорге;Зорге 9 ЖК
PANDA ESTATE;real_estate_agent;https://www.cian.ru/sale/flat/303149151/;Москва;sale;flat;9;10;2;85.0;80000000;Хамовники;Ружейный переулок;3;Смоленская;Смоленская Застава
Forma;developer;https://www.cian.ru/sale/flat/300160043/;Москва;sale;flat;1;20;1;59.34;28625616;Даниловский;Автозаводская ;26;Тульская;FORST
CENTURY 21 Столичная недвижимость;real_estate_agent;https://www.cian.ru/sale/flat/303301977/;Москва;sale;flat;14;27;2;83.0;26800000;Даниловский;1-я оч.;11к2;ЗИЛ;Shagal
Мангазея;developer;https://www.cian.ru/sale/flat/304059316/;Москва;sale;flat;10;41;1;41.3;19530770;Даниловский;Большая Тульская ;10С5;Тульская;Мангазея на Тульской
PANDA ESTATE;real_estate_agent;https://www.cian.ru/sale/flat/299568402/;Москва;sale;flat;4;23;2;70.0;45000000;Хорошевский;9Ак1;9Ак1;Зорге;Зорге 9 ЖК
ID 111759195;developer;https://www.cian.ru/sale/flat/296871845/;Москва;sale;flat;2;14;1;31.0;11312892;Рязанский;Рязанский проспект;;Окская;balance
NIKA ESTATE;real_estate_agent;https://www.cian.ru/sale/flat/300099173/;Москва;sale;flat;3;15;1;37.5;30000000;Аэропорт;Ленинградский проспект;36с39;Динамо;ВТБ Арена парк
Александр Чалый;realtor;https://www.cian.ru/sale/flat/297988982/;Москва;sale;flat;12;29;2;50.0;25600000;Ховрино;Флотская ;7с1;Речной вокзал;
А101;developer;https://www.cian.ru/sale/flat/288821954/;Москва;sale;flat;3;16;2;54.2;26000289;Сокол; Зорге;25С2;Октябрьское поле;Дом на Зорге
Estes;real_estate_agent;https://www.cian.ru/sale/flat/300373373/;Москва;sale;flat;9;23;2;68.4;32500000;Хорошево-Мневники;Жилой комплекс остров;2-й кв-л;Терехово ;Остров
ALVO Group;real_estate_agent;https://www.cian.ru/sale/flat/302615259/;Москва;sale;flat;7;9;2;65.0;41900000;Басманный; Земляной Вал;21/2С1;Курская;
City View;real_estate_agent;https://www.cian.ru/sale/flat/303780972/;Москва;sale;flat;39;44;2;69.4;49000000;Пресненский;Ходынская ;2;Улица 1905 года;Пресня Сити
Soul Estate;real_estate_agent;https://www.cian.ru/sale/flat/302342877/;Москва;sale;flat;6;6;2;143.0;154346399;Якиманка; Большая Полянка;61С2;Добрынинская;
Soul Estate;real_estate_agent;https://www.cian.ru/sale/flat/303252400/;Москва;sale;flat;6;10;2;96.0;260000000;Хамовники; Льва Толстого;23к1;Парк Культуры;Литератор
Лофт Инвест;real_estate_agent;https://www.cian.ru/sale/flat/302900739/;Москва;sale;flat;3;16;1;29.6;7400000;Дмитровский;Дмитровское шоссе;107Б;Яхромская;
Dream Realty;real_estate_agent;https://www.cian.ru/sale/flat/303226697/;Москва;sale;flat;7;12;1;39.4;7900000;;проспект Куприна;32к1;Бунинская аллея;Эко Бунино
А101;developer;https://www.cian.ru/sale/flat/301534151/;Москва;sale;flat;9;10;2;43.2;8796787;;;3.3;Толстопальцево;Родные кварталы ЖК
ЦеНтр ПИК;real_estate_agent;https://www.cian.ru/sale/flat/294469100/;Москва;sale;flat;9;9;2;44.0;12300000;Нижегородский;Нижегородская ;49А;Нижегородская;
ID 95996886;realtor;https://www.cian.ru/sale/flat/302896262/;Москва;sale;flat;8;9;2;37.0;13500000;Текстильщики;Волжский бульвар;12К1;Текстильщики;
ID 45097821;realtor;https://www.cian.ru/sale/flat/301645204/;Москва;sale;flat;2;23;2;38.0;13500000;Хорошевский; Зорге;9;Полежаевская;Зорге 9
Виталий Флокосу;realtor;https://www.cian.ru/sale/flat/303001192/;Москва;sale;flat;2;22;1;48.0;14499000;Солнцево;Боровское шоссе;2Ак3;Говорово;Мещерский лес
Евгения Климова;realtor;https://www.cian.ru/sale/flat/302900735/;Москва;sale;flat;2;17;1;37.0;14500000;Хорошевский;9Ак7;9Ак7;Полежаевская;Зорге 9 ЖК
Татьяна Серебрякова;realtor;https://www.cian.ru/sale/flat/302283450/;Москва;sale;flat;5;14;2;52.0;15999999;Марьино;Братиславская ;6К1;Братиславская;
Павел Пряжников;realtor;https://www.cian.ru/sale/flat/303823301/;Москва;sale;flat;9;16;1;38.0;16400000;Кунцево;Полоцкая ;25к1;Молодёжная;
LEGENDA Intelligent Development;developer;https://www.cian.ru/sale/flat/302124517/;Москва;sale;flat;3;34;1;47.8;19320760;Левобережный;Ленинградское шоссе;;Беломорская;Северный порт. Береговые кварталы
Юлия Похлёбина;realtor;https://www.cian.ru/sale/flat/303496415/;Москва;sale;flat;9;25;2;61.5;19990000;; Анны Ахматовой;8;Рассказовка;Переделкино Ближнее Город-парк
Самолет Плюс Москва;real_estate_agent;https://www.cian.ru/sale/flat/302793185/;Москва;sale;flat;3;10;2;63.0;26000000;Можайский;Барвихинская ;6;Сетунь;Дом на Барвихинской
Пионер;developer;https://www.cian.ru/sale/flat/301460277/;Москва;sale;flat;16;39;1;37.2;27747294;Даниловский;;;Павелецкая;Хай Лайф ЖК
ЦеНтр ПИК;real_estate_agent;https://www.cian.ru/sale/flat/303155483/;Москва;sale;flat;3;7;2;80.0;29290000;Басманный;Нижняя Красносельская ;35С2;Бауманская;Kleinhouse
Estes;real_estate_agent;https://www.cian.ru/sale/flat/302214446/;Москва;sale;flat;28;45;2;77.1;37400000;Хорошево-Мневники;;;Шелепиха;Сидней Сити ЖК
Intermark Real Estate;real_estate_agent;https://www.cian.ru/sale/flat/293510493/;Москва;sale;flat;8;22;2;87.2;38000000;Раменки; Пырьева;9К1;Поклонная;
ЦеНтр ПИК;real_estate_agent;https://www.cian.ru/sale/flat/302363686/;Москва;sale;flat;6;14;2;78.0;37990000;Беговой;Скаковая ;5;Белорусская;
Upside Development;developer;https://www.cian.ru/sale/flat/303215976/;Москва;sale;flat;12;12;1;58.7;38155000;Даниловский;2-я Рощинская ;1;Тульская;Данилов дом
Vesco Realty;real_estate_agent;https://www.cian.ru/sale/flat/300660827/;Москва;sale;flat;28;29;2;53.6;42800000;Якиманка;Мытная ;40к4;Октябрьская;Sky House
Apple Real Estate;real_estate_agent;https://www.cian.ru/sale/flat/296403571/;Москва;sale;flat;4;8;2;65.0;44900000;Тверской;Благовещенский переулок;5;Маяковская;
Intermark Real Estate;real_estate_agent;https://www.cian.ru/sale/flat/300812063/;Москва;sale;flat;2;3;2;77.0;50000000;Хамовники;Саввинская набережная;5;Киевская;
Intermark Real Estate;real_estate_agent;https://www.cian.ru/sale/flat/302543412/;Москва;sale;flat;8;9;2;71.3;60000000;Тверской;1-я Тверская-Ямская ;7;Маяковская;
Intermark Real Estate;real_estate_agent;https://www.cian.ru/sale/flat/292154263/;Москва;sale;flat;4;20;2;76.6;62046000;Пресненский;Дружинниковская ;15;Краснопресненская;SkyView
Point Estate Город;real_estate_agent;https://www.cian.ru/sale/flat/299008779/;Москва;sale;flat;12;28;2;121.68;63400000;Кунцево; Академика Павлова;28;Молодёжная;Академика Павлова
Vesco Realty;real_estate_agent;https://www.cian.ru/sale/flat/295368581/;Москва;sale;flat;3;9;2;135.4;145000000;Якиманка; Малая Полянка;2;Полянка;Онегин
Intermark Real Estate;real_estate_agent;https://www.cian.ru/sale/flat/290697585/;Москва;sale;flat;3;9;2;148.5;230000000;Тверской;1-я Тверская-Ямская ;2;Маяковская;Vesper Tverskaya
CENTURY 21 Столичная недвижимость;real_estate_agent;https://www.cian.ru/sale/flat/303176840/;Москва;sale;flat;7;12;1;43.0;5800000;; Гореловская;3;Силикатная;
ID 96167522;realtor;https://www.cian.ru/sale/flat/301361857/;Москва;sale;flat;5;9;1;29.5;6688500;Люблино; Верхние Поля;27С2;Братиславская;
ID 96167522;realtor;https://www.cian.ru/sale/flat/296746930/;Москва;sale;flat;1;9;1;34.9;6854250;Люблино; Верхние Поля;27С2;Братиславская;
ХОРЕКА ИНВЕСТ;real_estate_agent;https://www.cian.ru/sale/flat/292414373/;Москва;sale;flat;16;22;1;15.1;7450000;Тропарево-Никулино;Ленинский проспект;158;Тропарёво;
ХОРЕКА ИНВЕСТ;real_estate_agent;https://www.cian.ru/sale/flat/301906475/;Москва;sale;flat;16;22;1;17.3;7700000;Тропарево-Никулино;Ленинский проспект;158;Тропарёво;
ХОРЕКА ИНВЕСТ;real_estate_agent;https://www.cian.ru/sale/flat/294623881/;Москва;sale;flat;15;22;1;19.9;8060000;Тропарево-Никулино;Ленинский проспект;158;Тропарёво;
ID 107814632;homeowner;https://www.cian.ru/sale/flat/304088261/;Москва;sale;flat;2;2;2;24.4;8170000;Текстильщики;1-й Грайвороновский проезд;1;Текстильщики;Грани
ХОРЕКА ИНВЕСТ;real_estate_agent;https://www.cian.ru/sale/flat/295014010/;Москва;sale;flat;6;22;1;17.3;8590000;Тропарево-Никулино;Ленинский проспект;158;Тропарёво;
Msk Estate;real_estate_agent;https://www.cian.ru/sale/flat/300858701/;Москва;sale;flat;6;22;1;17.3;8590000;Тропарево-Никулино;Ленинский проспект;158;Юго-Западная;
ХОРЕКА ИНВЕСТ;real_estate_agent;https://www.cian.ru/sale/flat/296124514/;Москва;sale;flat;22;22;1;17.2;8780000;Тропарево-Никулино;Ленинский проспект;158;Тропарёво;
ХОРЕКА ИНВЕСТ;real_estate_agent;https://www.cian.ru/sale/flat/292542632/;Москва;sale;flat;22;22;1;19.4;8880000;Тропарево-Никулино;Ленинский проспект;158;Тропарёво;
Msk Estate;real_estate_agent;https://www.cian.ru/sale/flat/300822403/;Москва;sale;flat;22;22;1;19.4;8880000;Тропарево-Никулино;Ленинский проспект;158;Юго-Западная;
Msk Estate;real_estate_agent;https://www.cian.ru/sale/flat/301476484/;Москва;sale;flat;13;22;1;17.6;8900000;Тропарево-Никулино;Ленинский проспект;158;Юго-Западная;
ХОРЕКА ИНВЕСТ;real_estate_agent;https://www.cian.ru/sale/flat/294621795/;Москва;sale;flat;13;22;1;19.9;9070000;Тропарево-Никулино;Ленинский проспект;158;Тропарёво;
Msk Estate;real_estate_agent;https://www.cian.ru/sale/flat/303666748/;Москва;sale;flat;16;22;1;19.2;9000000;Тропарево-Никулино;Ленинский проспект;158;Юго-Западная;
ID 96167522;realtor;https://www.cian.ru/sale/flat/298882717/;Москва;sale;flat;9;9;1;36.5;9215000;Люблино; Верхние Поля;27С2;Братиславская;
SITRealty;real_estate_agent;https://www.cian.ru/sale/flat/303560811/;Москва;sale;flat;4;7;1;40.0;9650000;; Медовая Долина;2;Санино;Баркли Медовая долина
BERI;real_estate_agent;https://www.cian.ru/sale/flat/303866591/;Москва;sale;flat;4;5;2;42.8;11500000;Новогиреево;Мартеновская ;16/36;Новогиреево;
BERI;real_estate_agent;https://www.cian.ru/sale/flat/300568239/;Москва;sale;flat;3;5;2;46.7;12390000;Новогиреево;Мартеновская ;20;Новогиреево;
BERI;real_estate_agent;https://www.cian.ru/sale/flat/303817562/;Москва;sale;flat;3;9;2;47.0;12490000;Орехово-Борисово Южное;Домодедовская ;33;Домодедовская;
BERI;real_estate_agent;https://www.cian.ru/sale/flat/303274502/;Москва;sale;flat;3;9;1;32.1;12690000;Южнопортовый;5-я Кожуховская ;22К2;Кожуховская;
Business Leader;real_estate_agent;https://www.cian.ru/sale/flat/301821529/;Москва;sale;flat;14;14;1;38.9;12800000;Южнопортовый;Шарикоподшипниковская ;16;Дубровка;
BERI;real_estate_agent;https://www.cian.ru/sale/flat/303810531/;Москва;sale;flat;5;8;2;44.7;14190000;Донской;Варшавское шоссе;18К3;Верхние котлы;
Rooms and Rent Group;real_estate_agent;https://www.cian.ru/sale/flat/303921166/;Москва;sale;flat;16;20;1;41.9;14600000;Чертаново Южное;Варшавское шоссе;160к2;Аннино;Аннинский
PROНЕДВИЖИМОСТЬ;real_estate_agent;https://www.cian.ru/sale/flat/303870914/;Москва;sale;flat;9;17;2;51.1;14800000;Марьино;Новомарьинская ;36К1;Братиславская;
BERI;real_estate_agent;https://www.cian.ru/sale/flat/301597650/;Москва;sale;flat;5;9;2;44.8;15190000;Очаково-Матвеевское;Очаковское шоссе;11К1;Аминьевская;
Century 21 Level;real_estate_agent;https://www.cian.ru/sale/flat/303807545/;Москва;sale;flat;14;17;2;64.0;15990000;; Бориса Пастернака;49;Мичуринец;
Князев и Партнёры;real_estate_agent;https://www.cian.ru/sale/flat/301506427/;Москва;sale;flat;1;12;2;38.2;17200000;Тверской; Бутырский Вал;34;Белорусская;
One Moscow;real_estate_agent;https://www.cian.ru/sale/flat/303787673/;Москва;sale;flat;3;16;2;57.0;17500000;;проспект Прокшинский;10;Прокшино;Прокшино
ID 21251358;realtor;https://www.cian.ru/sale/flat/303646912/;Москва;sale;flat;6;43;1;28.0;17490000;Раменки; Василия Ланового;1к1;Аминьевская;Огни
One Moscow;real_estate_agent;https://www.cian.ru/sale/flat/302728199/;Москва;sale;flat;5;17;2;55.9;18000000;Отрадное;Нововладыкинский проезд;1к3;Окружная;Поколение
Андрей Иванов;realtor;https://www.cian.ru/sale/flat/299174112/;Москва;sale;flat;22;33;1;34.4;19000000;Хорошево-Мневники;Причальный проезд;10Б;Шелепиха;Level Причальный
MR Group;developer;https://www.cian.ru/sale/flat/303227074/;Москва;sale;flat;17;30;1;41.5;19199932;Южнопортовый;Волгоградский проспект;32/3к4;Волгоградский проспект;Метрополия
BERI;real_estate_agent;https://www.cian.ru/sale/flat/301596332/;Москва;sale;flat;4;5;2;53.9;20290000;Ломоносовский; Строителей;5К4;Университет;
BERI;real_estate_agent;https://www.cian.ru/sale/flat/303814205/;Москва;sale;flat;2;9;1;34.1;20490000;Красносельский;переулок Даев;12/16;Сухаревская;
Intermark Real Estate;real_estate_agent;https://www.cian.ru/sale/flat/300140948/;Москва;sale;flat;11;20;1;44.0;22490000;Левобережный;Ленинградское шоссе;69;Беломорская;Aquatoria
BARNES International Realty;real_estate_agent;https://www.cian.ru/sale/flat/296736911/;Москва;sale;flat;4;21;1;45.15;22500000;Алексеевский;Новоалексеевская ;16к2;Алексеевская;Серебряный фонтан
ID 104795526;real_estate_agent;https://www.cian.ru/sale/flat/297486676/;Москва;sale;flat;2;9;1;41.4;22900000;Хамовники;Комсомольский проспект;23/7;Фрунзенская;
Арт Риэлти;real_estate_agent;https://www.cian.ru/sale/flat/303933867/;Москва;sale;flat;8;46;2;43.5;23500000;Хорошево-Мневники;Шелепихинская набережная;34к6;Шелепиха;Сердце Столицы
CENTURY 21 Столичная недвижимость;real_estate_agent;https://www.cian.ru/sale/flat/303100522/;Москва;sale;flat;9;17;2;75.0;24500000;Даниловский;1-я оч.;11к2;ЗИЛ;Shagal
MR Group;developer;https://www.cian.ru/sale/flat/276155299/;Москва;sale;flat;3;57;1;42.77;24617001;Филевский парк;;;Фили;Фили Сити ЖК
Kalinka Group;real_estate_agent;https://www.cian.ru/sale/flat/293718260/;Москва;sale;flat;5;6;1;43.0;27500000;Беговой; 3-я Ямского Поля;9;Белорусская;Art Residence
